id,hhb,hbo2,ca,na
10000,7.8287644,4.055785,8.26742,3.4705093
10001,6.1965265,3.980875,9.411139,2.4756026
10002,7.6206536,4.297288,10.51214,4.2981734
10003,8.921022,3.9391723,11.140551,3.7916915
10004,9.504408,3.408065,8.583876,3.4305255
10005,9.197212,4.1054163,9.164638,1.9270713
10006,10.652519,3.4136472,10.585531,2.591674
10007,8.372356,4.48454,10.57243,2.2524536
10008,5.2578826,4.662317,6.8999367,2.8443756
10009,8.781157,3.9628353,7.5290833,2.0677395
10010,8.400812,3.9684482,8.17366,7.510292
10011,7.826831,3.8891308,5.330689,4.1981034
10012,9.401472,4.588298,5.2686095,2.5545719
10013,6.3611507,4.275363,8.479571,2.6239161
10014,9.47127,4.3116193,8.601435,2.8311868
10015,7.0444984,3.5792542,7.6368423,3.3916943
10016,11.618167,4.0760307,8.02334,4.540988
10017,8.079622,4.086362,10.097437,2.6116729
10018,8.951208,4.2473927,10.4528055,2.6401558
10019,8.896671,3.5897899,8.674956,1.9170831
10020,9.121392,3.3879974,9.143236,3.4709983
10021,10.305799,4.397185,8.928465,2.0252407
10022,8.245051,3.9128494,8.969507,3.571795
10023,6.5806146,4.543458,10.055252,2.2740436
10024,7.4276643,4.0841246,9.984225,2.6100268
10025,8.796378,4.412945,8.056686,2.6012144
10026,8.854284,4.1151247,7.7076902,2.8120303
10027,13.282324,5.0892835,10.27186,4.151806
10028,5.823827,4.711847,10.149606,3.5215282
10029,7.574768,4.2763395,10.149184,3.4183955
10030,7.0423737,4.208768,9.985788,2.5115802
10031,7.6285577,3.6547515,8.873731,3.8617778
10032,8.345227,4.1004663,8.808817,4.1652155
10033,9.261076,3.8122115,6.778576,3.8485436
10034,9.906588,3.404065,6.783885,4.0318995
10035,6.133477,3.3814201,8.312508,3.88779
10036,12.053095,3.702376,6.7007813,4.977395
10037,5.0726204,4.0637226,7.711196,3.389634
10038,8.0132475,4.400589,9.299509,4.0826983
10039,9.582004,3.0439396,8.01495,4.33727
10040,4.606265,4.1540933,7.632266,3.3111653
10041,7.055705,4.1349554,10.11363,5.1565924
10042,9.817356,4.0952806,9.282294,2.2571747
10043,9.347892,3.7260613,9.177526,3.035955
10044,6.56014,4.417558,11.185041,2.0293431
10045,11.973864,2.5863643,7.363162,2.1774552
10046,6.594087,4.126265,10.257325,3.3368797
10047,6.939485,4.129588,9.893057,2.9452114
10048,7.391139,3.8107288,8.342538,3.3397927
10049,7.8669906,4.1205306,9.344798,1.1859243
10050,6.9380517,3.8134797,9.347075,0.42633352
10051,6.8629293,4.5814705,8.738107,3.1340303
10052,10.541553,4.1706696,9.057894,2.2012405
10053,5.8813686,3.6614685,8.67412,2.3556435
10054,6.3563423,4.34901,7.5550294,2.4832828
10055,7.5605707,3.2135174,9.459615,6.2384214
10056,12.492648,4.700795,8.742033,3.7196949
10057,7.4601607,4.215949,7.9907675,3.700053
10058,9.217987,3.4644685,10.025368,3.7426677
10059,6.652608,4.1631536,11.074888,4.66405
10060,8.946147,3.8533454,7.7579446,3.0622284
10061,3.6852584,3.7330513,9.203874,1.3353298
10062,6.3039465,4.311704,9.396111,5.093524
10063,11.377035,4.4122477,9.246515,4.1283693
