id,hhb,hbo2,ca,na
10000,7.6728067,3.9948716,9.08605,3.0922272
10001,5.597369,4.1548066,8.262137,2.0934615
10002,10.586995,4.555421,11.061234,3.8677788
10003,8.480302,4.1296244,10.989163,3.177399
10004,8.713501,2.9204876,8.031573,4.1571517
10005,8.056311,3.8643157,8.945804,1.7116945
10006,8.65688,3.3697834,9.582931,2.3932767
10007,8.752953,4.440999,10.32173,1.5354248
10008,6.579686,3.9613335,8.575221,2.8077888
10009,8.6479025,3.8882332,7.528952,2.9915633
10010,10.840049,4.051375,9.3349695,5.329258
10011,7.312388,3.8400757,6.384299,4.403812
10012,8.96208,3.9196372,7.4746537,1.965435
10013,6.680908,4.3058534,9.103525,2.9908967
10014,8.706136,4.654063,7.9777403,1.7942238
10015,7.2905626,3.9151006,7.396365,3.279058
10016,10.6357155,3.7954178,7.8574677,3.9791846
10017,8.779547,3.9917045,9.700422,2.7565396
10018,8.099534,4.2075844,10.146683,2.0855079
10019,7.9286485,3.9726448,8.2411375,1.4079338
10020,9.003316,3.711483,8.767099,2.7836199
10021,10.277145,4.26311,9.227048,1.7967627
10022,8.1167145,3.609869,10.806377,2.955325
10023,7.957305,4.8482847,10.65848,2.1170185
10024,7.8264146,4.533873,7.7205706,2.3605027
10025,7.426696,3.6183496,7.4247675,2.78529
10026,9.412634,3.6212153,7.0421343,2.6122556
10027,12.718008,4.461538,8.5595875,4.213973
10028,5.723947,4.293982,9.00878,2.8513794
10029,7.921144,4.2317452,8.682956,3.1280951
10030,8.114542,4.0195327,8.327896,3.4007206
10031,7.7145767,3.2409062,8.359007,3.232945
10032,8.663988,4.270218,6.1574163,3.470613
10033,9.519552,4.036067,7.6737785,3.330133
10034,9.948036,3.5148034,9.533444,4.0074263
10035,6.7636847,3.5807528,7.5268326,3.728375
10036,11.778973,3.7908738,7.3942156,5.0430317
10037,5.964597,3.577217,8.565611,2.7877412
10038,7.9821486,4.4216895,7.7140756,3.7946346
10039,9.4214115,3.3573005,7.9756727,3.3839912
10040,7.7330885,3.6643825,7.1817894,2.876197
10041,6.0309944,3.7156048,10.964071,4.291648
10042,8.292214,3.970532,9.4244795,2.2074087
10043,9.7399435,3.506364,10.135634,3.2580924
10044,6.6309233,4.6823125,10.3775835,2.7682216
10045,10.26639,3.246519,8.049893,2.6286373
10046,7.208522,3.9090068,9.34417,3.3922505
10047,7.6213098,3.9332001,10.254675,3.555268
10048,6.7835784,3.6556575,8.343546,3.1590152
10049,7.6210303,4.5751977,8.117587,2.0462885
10050,6.2564664,3.6321151,9.200885,0.88941735
10051,6.8999076,4.383752,8.697969,3.4602818
10052,10.46211,4.2276797,9.879732,2.267083
10053,4.3814816,3.2660012,7.5271287,2.3965852
10054,7.744432,4.359113,8.673593,2.939733
10055,7.2217026,3.2398949,8.803354,5.3038454
10056,12.32696,4.2648573,9.608791,3.1977787
10057,7.559861,4.2199917,9.061515,3.0857966
10058,9.526713,3.8514085,9.282626,4.5546703
10059,7.2481203,4.21036,9.066095,4.8061266
10060,8.416527,3.8563476,7.370893,3.26338
10061,3.8794067,4.067088,9.991186,1.0580527
10062,7.752397,4.077794,7.5300584,4.8046074
10063,11.470866,4.0131693,9.376015,4.443327
10064,7.1936545,3.4827607,8.189627,3.6588516
10065,7.882605,4.279851,8.999116,3.3035069
10066,9.31774,3.8597038,8.655687,3.5639164
10067,6.888916,3.9704201,7.874856,2.7097507
10068,10.209242,3.845639,8.474396,3.2146313
10069,8.079814,4.0639405,8.949315,4.3987594
10070,7.716871,4.073819,8.815,3.6533058
10071,5.127459,4.0361795,8.372404,3.6550903
10072,9.817547,3.6302452,8.2923765,3.4801438
10073,10.541935,4.619985,10.02112,2.6955369
10074,7.0103707,3.6981883,8.783333,3.448918
10075,9.875265,4.6141443,10.097204,1.4690707
10076,7.900199,3.7388387,10.932528,1.9192886
10077,6.7683573,4.0529923,10.099726,2.0583537
10078,9.904486,3.3749626,7.9653816,3.2304788
10079,6.2389903,3.9174218,11.148393,2.4882832
10080,7.486296,4.25055,8.166397,2.4952216
10081,6.7819586,3.6729736,7.179052,2.5430062
10082,7.551463,3.7564926,9.660911,3.3209527
10083,6.3769684,3.0956635,11.010301,0.87630004
10084,5.3635473,3.9100754,6.5973525,4.646716
10085,9.893469,4.490319,5.893552,5.0886545
10086,9.41755,4.1593375,8.47153,3.3567722
10087,9.334101,4.1840944,7.660956,2.567206
10088,8.35003,4.2285094,8.203193,3.7649453
10089,8.185102,4.378372,8.208535,2.0579505
10090,8.798532,3.9429195,11.026262,2.4123445
10091,3.9530487,3.7215106,9.282217,2.9271357
10092,3.6201062,3.6432884,9.201993,0.31353328
10093,4.30026,3.6277382,7.1433983,1.2009836
10094,8.5007305,3.7837281,5.1369886,2.5127912
10095,7.659526,4.1083727,8.146151,1.877837
10096,2.8836207,3.7058983,10.255529,2.762061
10097,8.594637,4.0997157,8.925274,2.488583
10098,11.015558,4.092053,8.002582,2.7403862
10099,8.243886,4.874259,10.212081,3.149339
10100,7.446566,4.089292,7.1885643,2.302477
10101,6.076549,4.088072,9.048021,1.6523091
10102,1.9244493,3.0117106,7.8352365,1.1834518
10103,6.877759,4.4340982,10.09833,2.720407
10104,4.089301,3.7736824,7.8827424,0.051297825
10105,9.897736,3.892543,9.536847,3.4139519
10106,9.63268,4.069297,9.993206,4.097909
10107,8.251817,3.880069,8.66534,2.1185539
10108,7.4831514,3.9485078,9.033104,1.745278
10109,8.086425,3.8508325,8.430776,4.0258274
