id,hhb,hbo2,ca,na
10000,8.690582,4.214273,10.406133,3.6498337
10001,5.860013,4.1969347,8.776161,2.1362524
10002,9.644453,4.631638,9.553881,3.4918027
10003,7.8553443,4.436068,11.026989,3.1694305
10004,8.108869,3.2888896,8.54779,3.5120625
10005,7.288537,3.820807,8.971952,2.1238072
10006,7.8599944,3.8731186,9.70072,2.0114722
10007,8.868486,4.269604,10.129207,1.7040837
10008,6.7394323,4.1938524,7.186961,2.3148894
10009,9.207414,4.0225925,7.722594,2.7758667
10010,10.055042,3.7994103,8.162193,4.285973
10011,7.6528587,4.064552,6.978283,4.146081
10012,8.34552,4.2499967,8.147765,2.840903
10013,7.234647,4.326475,9.919825,2.3955958
10014,8.1745825,4.24047,8.590333,2.24012
10015,8.193465,3.8626168,8.292539,4.069317
10016,10.113149,4.0764804,9.410608,4.1609025
10017,8.94048,3.9364007,9.867689,2.4439533
10018,7.7836637,4.303512,9.776197,2.5758016
10019,7.1422205,3.9145408,8.016653,1.7474434
10020,9.222291,3.8934073,9.612332,4.2173347
10021,10.758702,4.3500795,10.304124,2.469255
10022,7.2201433,3.87114,10.00957,3.075539
10023,7.968796,4.4839377,10.146583,2.9500852
10024,8.046553,4.3701024,9.382278,2.8686216
10025,9.013353,3.5404668,8.816614,3.4186738
10026,8.882385,3.9138227,7.50842,2.6596673
10027,11.364775,4.7505627,10.412596,5.998339
10028,6.8435144,4.091344,9.583982,3.1335738
10029,7.9224205,3.8738983,8.141234,3.1650207
10030,9.158745,4.064895,9.148375,3.3677125
10031,7.7897325,3.883926,8.721666,3.1690402
10032,8.709295,4.1323524,7.940422,3.221412
10033,8.487342,4.442493,8.834813,2.8884938
10034,9.491888,4.0533295,10.035083,3.1425931
10035,7.150811,3.8346145,8.72123,3.0636382
10036,11.814173,3.7592425,6.7960215,4.6345396
10037,7.0409455,3.7345974,8.153215,2.367738
10038,7.74161,4.4794307,8.421283,2.981194
10039,8.942488,3.048709,8.537033,3.1319287
10040,7.022474,3.648499,7.7336645,2.4384546
10041,6.345563,3.7753067,9.945053,3.5848992
10042,8.968866,3.939251,9.994977,2.9289932
10043,9.613604,3.9409535,9.843747,2.868926
10044,6.478341,4.6323004,11.086589,3.2826524
10045,9.041708,3.762118,9.2738085,3.4828517
10046,6.261134,4.196496,9.986926,3.27834
10047,6.4379473,4.2271256,8.942999,3.0604978
10048,6.758939,3.7094598,8.818617,3.1549587
10049,7.8590407,4.2055426,9.786123,1.9749511
10050,5.9123926,3.6264312,8.489504,1.5159078
10051,8.219914,4.0596533,8.267627,2.865159
10052,10.054327,4.0784726,9.127372,2.6315002
10053,4.9662604,3.717091,8.831531,3.046638
10054,7.2663193,4.349074,9.388952,3.5842671
10055,6.978349,3.354776,7.9915876,4.84552
10056,11.493383,4.52567,9.743624,3.1817205
10057,8.780103,4.209314,8.94205,2.252706
10058,9.973039,3.897348,10.6863785,3.8075318
10059,7.2026443,4.0274997,7.777037,4.676464
10060,9.70077,4.1481943,7.50523,2.766336
10061,5.844024,4.3447084,8.125987,2.4213586
10062,7.986332,4.344989,8.4010105,3.3672805
10063,12.978557,4.6404963,10.049565,4.430586
10064,8.501795,4.2234483,8.180426,3.7009263
10065,8.434336,4.113662,9.472937,2.6677108
10066,9.820461,3.690982,9.436346,3.1193328
10067,7.2719193,3.7041879,7.628044,2.9072719
10068,10.087173,3.8980854,8.360357,2.891103
10069,6.8238564,4.10159,9.844569,2.9353852
10070,7.350483,4.1365633,9.202781,3.8375354
10071,5.600206,4.38325,9.628763,3.7613788
10072,8.689026,3.8834767,9.058239,3.0952888
10073,11.031398,4.146181,9.738339,3.159682
10074,8.222522,3.9076397,9.717047,3.4511738
10075,10.2300205,4.415431,10.87886,2.0759625
10076,7.673175,3.6438644,10.792049,2.3528113
10077,8.2871,4.5280366,9.356253,2.1183972
10078,9.0526085,3.9312382,8.067685,3.7011104
10079,6.394814,3.8468666,10.299012,2.3354692
10080,7.668135,3.9605165,8.279287,2.9529016
10081,7.066808,4.1279655,8.118482,2.6366916
10082,7.5711107,3.7686229,10.646262,2.853314
10083,6.5015945,3.5584197,9.918492,0.9905984
10084,5.917334,3.626371,6.9925904,4.059894
10085,10.237894,4.20333,6.1508226,5.370466
10086,9.742802,4.0148773,7.535338,3.0211818
10087,8.680399,4.1189094,7.1560044,2.7832277
10088,8.243839,4.0039988,8.751491,3.811891
10089,7.71811,4.0019264,7.9638214,1.6314758
10090,8.020203,3.7700698,9.302231,1.7553778
10091,2.5909407,4.020107,9.244677,2.1730208
10092,3.0777202,4.0165153,10.246902,0.08942538
10093,4.955737,4.0150824,7.3821464,0.6028888
10094,7.3956056,3.847154,6.915796,1.1813662
10095,7.9329033,4.4299674,9.407434,2.4723556
10096,3.2508018,4.033136,9.462458,2.2193725
10097,6.246596,4.3000026,9.010797,3.2664928
10098,10.887572,4.447883,9.387527,3.138455
10099,8.823635,4.5515924,10.493254,3.1720731
10100,7.030669,3.9644432,7.507081,2.6054578
10101,5.3210554,4.021637,9.6406145,2.3510041
10102,2.7031808,2.8961844,8.010034,1.4193765
10103,7.3313246,4.384753,9.025356,2.6145935
10104,4.2212996,3.7680802,7.859933,0.04337861
10105,9.664427,3.7025406,6.91827,2.7499676
10106,8.88777,4.3012414,10.640394,4.0945487
10107,7.811516,3.9559975,7.749082,1.9833477
10108,6.925128,4.2882504,8.746733,1.7410691
10109,8.501485,3.9916096,9.232097,4.055278
10110,9.830683,4.0711093,10.768225,1.5903804
10111,9.468797,4.1945524,8.71522,3.194862
10112,10.545514,5.1267147,9.722622,3.5292854
10113,9.031805,3.8131676,9.77574,2.9957166
10114,6.940496,3.811892,7.1672697,2.76537
10115,8.122251,3.5231712,8.905522,3.4482665
10116,8.258974,3.5490959,8.271727,3.08791
10117,7.2715125,4.1999164,9.857127,3.3837883
10118,9.10942,3.751768,6.573336,3.6522202
10119,7.5868187,3.9489906,8.876841,3.623015
10120,5.8795385,3.9944339,10.855943,3.5531087
10121,10.080654,3.8910453,9.969775,5.16471
10122,7.5456114,4.2653923,9.072612,3.1395507
10123,2.745805,3.630986,9.813955,0.8415896
10124,7.502234,4.14581,9.651536,2.7457306
10125,5.654308,3.7192912,7.904882,4.438737
10126,3.7919936,3.286694,5.3454638,2.91396
10127,6.8656836,3.8132675,10.035045,3.8226528
10128,8.393841,4.1436834,8.981619,3.445291
10129,12.625964,4.3685,12.495336,3.3809154
10130,6.613279,3.924271,8.876276,3.4466748
10131,6.672792,3.8127513,11.146405,1.884882
10132,6.279779,3.7151065,8.769285,2.0247912
10133,8.458342,4.4472,8.686467,3.8754113
10134,8.587412,3.7817268,7.984639,3.5926876
10135,8.554823,4.08932,7.949262,4.2959046
10136,10.755292,4.4694304,11.227155,2.6453602
10137,6.5870376,4.462613,9.172575,1.4626434
10138,7.90626,3.8055305,8.832504,2.8392944
10139,9.236542,4.331792,10.845936,1.5768058
10140,5.886083,3.8176243,8.707994,1.970856
10141,4.736486,3.33447,5.4859114,2.4725766
10142,7.9563003,3.4996865,6.8074293,2.444434
10143,7.3149023,3.8271155,10.436586,2.5752544
10144,8.332083,4.2700453,9.407308,3.0343592
10145,8.955396,3.9857795,9.279928,3.0580456
10146,7.797335,3.8029468,8.943456,3.7765446
10147,9.808666,3.8844256,8.542699,3.261521
10148,7.3398905,4.0212574,7.520583,3.6269908
10149,8.8956,3.6715674,9.312998,3.6601295
10150,6.830941,4.1407313,8.641339,3.300528
10151,6.014575,3.8170867,11.014949,2.0781095
10152,6.162423,4.1017714,9.401478,3.054464
10153,8.041319,4.069343,9.073422,3.4856288
10154,9.809648,4.2902284,9.484014,3.7656486
10155,4.5091887,4.2527924,7.518304,3.4060714
10156,7.935922,4.270562,9.634389,3.003086
10157,7.078782,3.878476,9.400839,3.4154892
10158,6.2745824,3.7601676,8.688768,3.596476
10159,6.872838,4.3340516,9.121522,1.9768057
10160,7.2061477,3.904714,9.079111,3.5653
10161,8.840729,4.1989794,8.528859,4.0652266
10162,10.765198,4.3934584,9.478827,3.520391
10163,6.8920326,4.2662535,7.781253,4.3783164
10164,7.183564,4.446467,9.431696,4.1927195
10165,6.549344,3.2705693,8.828434,4.7771044
10166,9.117209,3.8694267,9.750084,2.5944684
10167,7.937505,4.375411,10.446213,2.7666326
10168,8.470385,4.5287914,8.099165,1.942943
10169,9.332645,3.9177735,8.113219,3.5235085
10170,8.460057,4.1461024,9.825526,3.1033578
10171,9.65185,4.138486,10.000671,2.7650046
10172,5.315511,4.033486,9.473297,2.7350018
10173,7.9568644,3.3757102,8.708362,2.3898845
10174,6.2592897,3.823087,8.146502,3.378065
10175,5.03699,3.9141984,9.821103,2.8281503
10176,8.234216,4.5532355,8.704278,3.1104774
10177,7.3002076,4.168583,9.506294,2.88467
10178,7.113658,3.6968486,8.6662855,3.0251288
10179,7.3459945,3.1413333,8.370512,4.9417152
10180,7.647911,3.8198414,9.751726,3.6728745
10181,5.174302,4.0608,9.9117565,2.7529354
