id,hhb,hbo2,ca,na
10000,8.464289,4.615035,8.720705,2.2676215
10001,6.714589,3.139178,10.327036,4.4333124
10002,8.05842,4.151024,11.017254,3.4851494
10003,8.488432,4.251945,9.208483,4.0381613
10004,6.8826904,3.0106468,9.584661,2.84191
10005,7.7738695,4.281037,8.322729,3.4444554
10006,7.8563027,3.7122612,7.662876,3.8646698
10007,8.9624,4.5500917,8.671048,2.0591054
10008,4.981624,4.734343,7.9462266,2.6858761
10009,9.405571,3.6671886,8.093782,3.0954201
10010,10.854276,3.9743679,9.951855,3.8899834
10011,7.7486267,3.7435422,4.969125,4.1826677
10012,8.701575,4.521146,5.060036,3.0520244
10013,6.589574,4.3821692,8.311209,3.9485822
10014,8.628025,4.5174613,8.7430935,2.9746177
10015,6.030535,4.0915837,9.825464,2.4134
10016,8.098202,3.8635216,9.573903,2.5811071
10017,8.444046,4.103856,10.876991,2.404901
10018,9.610499,4.023466,9.184538,2.1863654
10019,8.172209,3.3594067,9.296188,3.080298
10020,9.480349,2.8743443,8.684601,2.213578
10021,10.329697,4.420976,8.948942,2.143211
10022,9.164039,3.8747616,9.084032,4.0277643
10023,6.5480957,4.6448984,11.170815,3.0523412
10024,7.561549,4.4932218,9.359835,2.7480435
10025,9.590568,3.7834008,9.571444,2.5355904
10026,8.939787,3.9030468,7.4982085,3.116868
10027,12.146406,5.2453656,11.309045,4.483176
10028,5.461039,4.421837,9.9361515,3.28721
10029,7.5041122,4.0335665,8.694326,3.7240448
10030,6.7111998,4.8005056,8.934011,2.2865002
10031,7.17159,3.0250678,10.814833,2.959113
10032,9.7497425,3.0083022,8.332375,2.864788
10033,9.708806,3.8515136,5.968911,3.6391501
10034,9.97735,3.7651603,6.8220963,4.7153845
10035,5.3781214,3.6823947,7.9441023,3.87522
10036,9.798024,4.0282845,8.733781,4.5088034
10037,5.707615,4.28078,6.9299316,2.931389
10038,8.981883,4.116901,9.875666,4.472263
10039,8.551253,3.691545,8.371038,3.743415
10040,3.3121285,4.521735,8.807326,2.816164
10041,7.620969,3.9537113,11.381623,3.7575955
10042,10.75934,3.587602,8.7693815,3.050753
10043,9.535034,4.5159287,8.20426,2.795094
10044,6.4603715,4.5083985,9.641246,2.7874384
10045,8.082205,3.2960105,9.222812,2.4421487
10046,5.764215,4.563967,10.10262,3.8712013
10047,6.931798,4.2025313,9.899195,3.5780952
10048,7.2136054,3.7453759,8.731684,3.5356357
10049,7.788893,4.3680515,9.459901,1.7915293
10050,6.9663963,3.3472855,10.432846,1.109437
10051,4.917637,4.2321777,10.216588,3.2580986
10052,10.444147,3.5349164,9.279171,2.319245
10053,5.74043,3.5405812,8.179978,1.3029368
10054,6.0982785,4.5350943,9.688851,3.1822047
10055,7.23491,3.0023425,8.966174,6.1005464
10056,11.895199,4.6431384,9.139547,4.0493035
10057,6.689254,3.9193757,8.662718,4.331004
10058,9.954998,4.35496,8.085894,2.524768
10059,8.533676,3.1812518,11.136592,5.6431413
10060,9.35903,3.6044343,8.246849,2.3762345
10061,3.2365181,3.9748406,9.369138,1.7463238
10062,6.835393,4.245127,10.279472,3.015269
10063,11.676611,4.0334525,8.9171915,3.4417007
10064,8.832376,3.5350995,11.760442,3.3387883
10065,7.767894,4.438367,9.785673,3.0109239
10066,7.9943514,3.3211398,8.653002,4.6912813
10067,7.8628373,3.7046883,8.133571,3.304551
10068,10.910402,4.5032325,10.333622,3.8348656
10069,8.012368,3.952406,10.279512,4.550582
10070,7.43404,4.1771297,8.744562,2.7509542
10071,7.0924425,4.3609505,9.384285,2.9157338
10072,10.980815,4.149291,7.3273516,4.0583434
10073,7.245983,3.8761756,11.224177,3.2733512
10074,6.5907297,4.1876283,8.089733,2.9911797
10075,8.780932,4.7029104,9.973874,1.0884473
10076,6.260291,4.4125295,10.823452,2.069362
10077,7.1126204,4.5311823,9.637049,1.9666312
10078,7.4269576,4.178651,9.559832,2.8283365
10079,7.5224533,3.923132,9.416613,2.6813009
10080,6.0469837,4.0094686,8.0548935,3.4677837
10081,6.9083815,4.0601745,8.08846,3.1634068
10082,5.9626174,4.0369883,9.858729,3.2226284
10083,7.577262,3.0059192,9.197982,1.9960111
10084,7.620482,3.759935,8.303164,2.4580445
10085,9.304294,4.522686,7.4951363,1.7023827
10086,9.906462,4.5107884,9.475091,3.5335133
10087,8.733416,4.06007,10.141088,3.3620408
10088,7.6588964,4.7026634,11.179693,3.095938
10089,9.442503,4.258797,8.910219,3.1929767
10090,8.625257,3.8320603,10.261011,3.1451676
10091,3.0354233,3.030394,8.441248,3.6727042
10092,3.879486,3.9885075,7.760283,0.22778699
10093,5.245451,2.9549668,7.912938,0.16056475
10094,8.94889,3.6914337,5.3161507,2.6689217
10095,7.3222556,4.127095,7.2716384,1.546072
10096,3.7244098,4.1357274,8.253649,2.4233515
10097,7.6290016,4.432227,11.137315,1.5278618
10098,10.228468,4.005576,8.598489,2.4180803
10099,9.119249,3.7022233,9.6945095,3.1580064
10100,6.878362,4.185884,7.9250183,3.2674797
10101,5.738959,4.0018134,8.963376,2.6522114
10102,1.6849483,3.0283196,6.091826,1.883086
10103,7.154395,4.1406493,9.125483,2.8643098
10104,4.6602783,3.5423768,8.374718,0.41610417
10105,9.494952,4.471279,9.285611,3.121067
10106,8.176481,4.287304,9.821979,4.1996393
10107,5.2874284,4.285991,9.893384,2.9982457
10108,7.734746,3.702079,8.490133,2.7680466
10109,9.216406,4.1605625,6.916429,3.461823
10110,9.195531,4.415287,12.685416,0.77976376
10111,9.82892,4.301633,9.435392,3.0030208
10112,8.717255,4.281681,9.405996,3.2139041
10113,5.315854,3.7213547,9.098636,3.1314719
10114,7.157828,3.896012,8.503519,2.392217
10115,8.599604,4.005414,9.408771,2.2585702
10116,9.49856,3.530645,7.3140335,3.32725
10117,6.6391935,3.5672956,9.447638,4.2908964
10118,9.661359,3.4340813,7.4904776,4.4009757
10119,8.295056,3.6871235,10.515459,3.3429813
10120,6.7788634,3.927124,8.193004,2.8701968
10121,9.8493395,2.9047081,6.910351,4.654292
10122,5.9719577,4.6411867,9.829812,3.3687217
10123,1.0761058,4.051458,8.873888,1.4499754
10124,8.743462,3.4248848,9.568974,2.814118
10125,5.268993,3.6955833,10.95007,2.9373736
10126,5.2376623,3.9371116,6.753389,3.349507
10127,5.530024,4.552093,9.203542,4.5096607
10128,7.155716,3.7245197,10.987539,2.8122585
10129,11.555987,4.9139376,9.363556,3.2449813
10130,6.3377485,3.3615296,7.4307427,4.0856595
10131,6.577951,4.6813745,7.840127,1.6246732
10132,5.757276,3.3130665,8.858917,1.7329162
10133,6.0452957,3.9278538,9.037788,3.5289726
10134,8.7870655,3.6317685,7.797503,4.802521
10135,7.593198,3.6337788,7.1587343,2.5606027
10136,10.108628,5.1470428,10.520239,3.083125
10137,5.5231366,4.014122,9.64889,3.6672997
10138,8.25297,3.9747665,9.127877,1.414437
10139,8.387825,3.9750514,10.100025,1.3521857
10140,6.352914,4.668503,9.264103,2.4961195
10141,3.975024,3.363992,6.1360674,2.7571454
10142,6.7977686,4.756586,5.351393,3.416346
10143,8.323245,3.4407895,10.146794,4.5534945
10144,7.32643,4.524583,10.618557,3.631105
10145,9.950455,3.468598,9.668959,2.2341995
10146,7.484249,4.1677694,10.72194,4.1677923
10147,10.526409,3.7566361,7.7792573,3.7872124
10148,6.793889,3.9817784,6.2817507,5.0155973
10149,9.250027,3.170064,9.201241,2.536724
10150,7.3807325,3.6012886,9.026522,2.2346964
10151,5.688699,3.561709,9.583879,0.81355155
10152,5.9942284,3.5395675,8.144086,2.390822
10153,10.539273,3.777822,9.091342,3.113849
10154,10.814131,3.7196317,9.268008,3.3199563
10155,3.8050408,4.3064446,9.204503,2.1939697
10156,6.5556974,4.890706,10.464903,3.38399
10157,5.2023115,4.107676,9.334097,3.073938
10158,7.1385584,3.1914,6.450097,3.9541225
10159,9.28544,4.119693,7.5039864,2.2820816
10160,5.060401,4.4740396,9.291055,1.6056868
10161,7.1396766,4.4385734,8.377516,3.3578734
10162,8.826079,3.7807007,9.770441,4.2060666
10163,6.490384,3.8405337,8.6917515,3.9614365
10164,7.652158,4.47597,11.60959,2.7569318
10165,6.6381416,3.2096233,7.83212,4.3756046
10166,7.192679,3.8306568,7.8554792,2.5412455
10167,8.265102,4.8742576,11.314978,2.4150712
10168,9.006551,4.6578074,9.261381,2.33381
10169,9.892741,3.851008,8.669077,3.0029054
10170,9.634862,4.225909,7.988159,2.7926023
10171,9.01707,3.8041797,9.264153,2.7346213
10172,5.670621,3.943322,7.6691904,0.9964156
10173,10.015764,3.6864858,8.449033,3.3429313
10174,8.933174,4.0193725,8.7836,3.5611713
10175,3.8526688,4.5307837,10.610425,2.7522557
10176,11.030031,4.3617167,8.526769,3.166621
10177,6.992898,3.4709792,10.085759,3.2868645
10178,8.711281,4.0546975,11.165712,0.9696255
10179,7.506346,2.9292965,7.2094393,3.8042083
10180,6.30888,4.1593685,8.814922,3.8479602
10181,6.8731775,4.1734705,8.84451,2.722356
10182,7.0071244,3.7403789,8.106677,3.011768
10183,7.350995,3.7408645,8.534125,3.2529602
10184,6.715281,4.430958,10.051483,3.8863025
10185,8.852087,4.2301536,6.7926054,4.5142713
10186,7.725644,4.4458475,8.911898,2.3990047
10187,10.002498,3.6465683,7.249121,3.8624759
10188,10.38202,3.3970833,8.099009,2.6728241
10189,6.8527784,3.960487,8.418117,2.8171983
10190,11.236391,5.1085677,8.806035,3.8091779
10191,9.212683,3.7613468,7.320178,3.221665
10192,7.629869,4.1729035,9.972444,1.8578758
10193,9.835848,3.6333194,7.2885523,3.63839
10194,6.31548,3.5527425,5.6081667,1.8871971
10195,7.9592896,3.6130898,10.214389,1.4408288
10196,9.261193,3.4941106,7.69885,4.8588476
10197,11.063171,4.157302,9.755358,3.434548
10198,2.906291,3.242621,9.628546,1.8299782
10199,6.8938932,3.758903,9.077826,3.119021
10200,5.6516385,3.3044128,9.405634,1.147578
10201,6.826047,3.7717266,9.413099,1.8107023
10202,7.7977858,4.2028565,9.21296,2.0352786
10203,9.394078,4.3773775,7.388608,2.568898
10204,9.9763155,4.0647144,10.786675,2.0909953
10205,9.93737,4.029084,8.807976,3.2727933
10206,9.147842,3.621769,7.3796244,4.1004295
10207,7.7927885,3.803939,10.250552,2.1744905
10208,4.4703455,4.2692347,9.7661915,3.4530895
10209,10.74798,3.9989629,8.023709,3.501201
10210,6.006757,3.3763137,9.303824,2.4071395
10211,9.874467,3.7832298,9.382329,3.8552315
10212,6.387088,4.268853,8.493929,1.7600161
10213,9.663847,3.772977,9.4379835,4.5757494
10214,7.879503,4.2249436,7.499481,3.6718116
10215,4.127423,3.1736145,7.916097,2.7829683
10216,6.4448304,4.856176,9.714339,2.9118743
10217,6.2981668,4.0529304,7.3536186,1.2879412
10218,8.548528,3.2608082,9.917077,3.0976503
10219,9.306912,4.644519,7.2875314,2.9224508
10220,12.002909,4.8118153,9.765782,3.4585652
10221,5.3473544,3.9931114,11.012725,3.15772
10222,11.906326,4.1996384,9.580352,3.5070426
10223,9.843255,4.6818104,8.026488,3.3961246
10224,9.439499,3.609357,8.820319,2.3692114
10225,12.26561,4.343964,8.809949,2.8542936
10226,10.76144,4.01614,9.978897,2.9018419
10227,6.373049,4.4640555,6.6029043,4.634758
10228,6.1352854,3.5759354,7.846059,3.78021
